"store_id","user_id","name","address","phone","description","photo_url","likes"
53,76,민시네,서울시 서초구 서초대로 2020,"02-3344-6543","스위트홈 같은 편안함, 달콤한 이유식",http://example.com/store53.jpg,510
54,78,규영이네,서울시 강남구 강남대로 2121,"02-4455-7654",달리와 감자탕보다 맛있는 이유식,http://example.com/store54.jpg,520
55,80,채연이네,서울시 송파구 백제고분로 2222,"02-5566-8765",다이아보다 빛나는 우리 아기 이유식,http://example.com/store55.jpg,530
56,82,소현이네,서울시 강동구 성내로 2323,"02-6677-9876",라디오 로맨스처럼 달콤한 이유식,http://example.com/store56.jpg,540
57,84,향기네,서울시 광진구 아차산로 2424,"02-7788-0987","신과함께, 우리 아기와 함께",http://example.com/store57.jpg,560
58,86,새론이네,서울시 성동구 성수이로 2525,"02-8899-1098","아저씨도 반한 그 맛, 새론이네 이유식",http://example.com/store58.jpg,570
59,88,지후네,서울시 동대문구 회기로 2626,"02-9900-2109",벌새처럼 섬세하게 만든 이유식,http://example.com/store59.jpg,580
60,90,해인이네,서울시 중랑구 봉화산로 2727,"02-0011-3210",밥 잘 사주는 예쁜 누나? 밥 잘 만드는 멋진 사장님!,http://example.com/store60.jpg,600
61,92,혜선이네,서울시 성북구 정릉로 2828,"02-1123-4321",서른이지만 열일곱의 마음으로 만들어요,http://example.com/store61.jpg,590
62,94,다미네,서울시 강북구 삼양로 2929,"02-2345-5432",이태원 클라쓰를 보여주는 이유식,http://example.com/store62.jpg,620
63,96,소니네,서울시 도봉구 시루봉로 3030,"02-3456-6543",청춘월담도 반한 바로 그 맛,http://example.com/store63.jpg,610
64,98,지민이네,서울시 노원구 화랑로 3131,"02-4567-7654",눈이 부시게 맛있는 이유식,http://example.com/store64.jpg,630
65,100,은혜네,서울시 은평구 갈현로 3232,"02-5678-8765",대장금의 손맛을 담은 이유식,http://example.com/store65.jpg,640
66,102,세영이네,서울시 서대문구 수색로 3333,"02-6789-9876",옷소매 붉은 끝동처럼 아름다운 이유식,http://example.com/store66.jpg,650
67,104,윤아네,서울시 마포구 성산로 3434,"02-7890-0987",킹더랜드의 VVIP를 위한 이유식,http://example.com/store67.jpg,700
68,106,명수네,서울시 양천구 신정로 3535,"02-8901-1098","단, 하나의 사랑을 담은 이유식",http://example.com/store68.jpg,660
69,108,성우네,서울시 강서구 공항대로 3636,"02-9012-2109",열여덟의 순간처럼 빛나는 이유식,http://example.com/store69.jpg,670
70,110,소민이네,서울시 구로구 경인로 3737,"02-0123-3210","이번 생은 처음이라, 첫 이유식은 소민이네",http://example.com/store70.jpg,680
71,112,나나네,서울시 금천구 시흥대로 3838,"02-1122-4321",굿와이프가 선택한 굿 이유식,http://example.com/store71.jpg,690
72,114,혜리네,서울시 영등포구 도림로 3939,"02-2233-5432","응답하라 1988, 그 시절 정성 그대로",http://example.com/store72.jpg,720
73,116,수빈이네,서울시 동작구 상도로 4040,"02-3344-6543","로봇이 아니야, 사람이 직접 만들어요",http://example.com/store73.jpg,710
74,118,선영이네,서울시 관악구 남부순환로 4141,"02-4455-7654","슬기로운 의사생활, 슬기로운 이유식 생활",http://example.com/store74.jpg,730
75,120,미도네,서울시 서초구 효령로 4242,"02-5566-8765","슬기로운 의사생활, 채송화도 반한 맛",http://example.com/store75.jpg,740
76,122,은진이네,서울시 강남구 논현로 4343,"02-6677-9876",연인도 반하게 만드는 맛,http://example.com/store76.jpg,750
77,124,이현이네,서울시 송파구 위례성대로 4444,"02-7788-0987",지금 우리 학교는 이유식 먹을 시간!,http://example.com/store77.jpg,760
78,126,은샘이네,서울시 강동구 양재대로 4545,"02-8899-1098",치얼업! 힘이 나는 이유식,http://example.com/store78.jpg,770
79,128,재혁이네,서울시 광진구 강변북로 4646,"02-9900-2109",지금 우리 학교는? 재혁이네 이유식!,http://example.com/store79.jpg,780
80,130,정은이네,서울시 성동구 뚝섬로 4747,"02-0011-3210",기생충도 반한 바로 그 맛!,http://example.com/store80.jpg,800
81,32,지원이네 2호점,부산시 해운대구 마린시티로 123,"051-111-1111",해운대 맘들을 위한 프리미엄 이유식,http://example.com/store81.jpg,500
82,34,여빈이네 2호점,부산시 수영구 광안해변로 456,"051-222-2222",광안리에서 즐기는 신선한 이유식,http://example.com/store82.jpg,520
83,36,고은이네 2호점,부산시 부산진구 서면로 789,"051-333-3333","서면의 중심, 우리 아기 이유식",http://example.com/store83.jpg,510
84,38,인나네 2호점,부산시 동래구 중앙대로 101,"051-444-4444",동래맘들의 핫플레이스,http://example.com/store84.jpg,480
85,40,예진이네 2호점,부산시 남구 용소로 202,"051-555-5555",사랑의 불시착도 반한 이유식,http://example.com/store85.jpg,550
86,42,민아네 2호점,대구시 중구 동성로 303,"053-666-6666","대구의 중심, 동성로의 핫한 이유식",http://example.com/store86.jpg,530
87,44,소희네 2호점,대구시 수성구 범어천로 404,"053-777-7777",수성구 엄마들의 필수 코스,http://example.com/store87.jpg,540
88,46,은빈이네 2호점,인천시 연수구 송도국제대로 505,"032-888-8888",송도맘들의 원픽 이유식,http://example.com/store88.jpg,600
89,48,현진이네 2호점,인천시 남동구 예술로 606,"032-999-9999","인천의 자랑, 현진이네 이유식",http://example.com/store89.jpg,580
90,50,태리네 2호점,광주시 서구 상무중앙로 707,"062-000-0000",광주 상무지구의 명품 이유식,http://example.com/store90.jpg,620
91,52,수지네 2호점,광주시 동구 충장로 808,"062-123-4321","충장로의 스타, 수지네 이유식",http://example.com/store91.jpg,650
92,54,민영이네 2호점,대전시 서구 둔산로 909,"042-234-5432",대전 둔산동의 핫플레이스,http://example.com/store92.jpg,630
93,56,아이유네 2호점,대전시 유성구 온천로 1010,"042-345-6543",유성 온천보다 좋은 아이유네 이유식,http://example.com/store93.jpg,700
94,58,유정이네 2호점,울산시 남구 삼산로 1111,"052-456-7654",울산 삼산동의 자랑,http://example.com/store94.jpg,680
95,60,가영이네 2호점,울산시 중구 젊음의거리 1212,"052-567-8765","울산의 젊음, 가영이네 이유식",http://example.com/store95.jpg,670
96,62,세정이네 2호점,경기도 수원시 팔달구 향교로 1313,"031-678-9876",수원 행궁동의 명물,http://example.com/store96.jpg,660
97,64,조이네 2호점,경기도 성남시 분당구 정자일로 1414,"031-789-0987",분당 정자동 카페거리의 핫플,http://example.com/store97.jpg,690
98,66,혜윤이네 2호점,경기도 고양시 일산서구 대화로 1515,"031-890-1098",일산 킨텍스 옆 맛집,http://example.com/store98.jpg,710
99,68,윤정이네 2호점,경기도 용인시 수지구 포은대로 1616,"031-901-2109",용인 수지 엄마들의 성지,http://example.com/store99.jpg,730
100,70,호연이네 2호점,경기도 부천시 소향로 1717,"032-012-3210",부천의 새로운 명소,http://example.com/store100.jpg,750
101,72,유미네 2호점,경기도 안산시 단원구 광덕대로 1818,"031-112-4321","안산의 자랑, 유미네 이유식",http://example.com/store101.jpg,720
102,74,인아네 2호점,경기도 안양시 동안구 평촌대로 1919,"031-223-5432",평촌 학원가의 힐링 플레이스,http://example.com/store102.jpg,740
103,76,민시네 2호점,경기도 평택시 중앙로 2020,"031-334-6543",평택의 새로운 중심,http://example.com/store103.jpg,760
104,78,규영이네 2호점,경기도 시흥시 오이도로 2121,"031-445-7654",오이도에서 즐기는 명품 이유식,http://example.com/store104.jpg,770
105,80,채연이네 2호점,경기도 화성시 동탄중앙로 2222,"031-556-8765",동탄맘들의 필수 코스,http://example.com/store105.jpg,780
106,82,소현이네 2호점,경기도 남양주시 다산중앙로 2323,"031-667-9876",다산 신도시의 자랑,http://example.com/store106.jpg,790
107,84,향기네 2호점,경기도 의정부시 평화로 2424,"031-778-0987",의정부의 새로운 명물,http://example.com/store107.jpg,810
108,86,새론이네 2호점,경기도 파주시 책향기로 2525,"031-889-1098",파주 출판도시의 힐링 이유식,http://example.com/store108.jpg,820
109,88,지후네 2호점,경기도 김포시 김포한강1로 2626,"031-990-2109",김포 한강신도시의 핫플레이스,http://example.com/store109.jpg,830
110,90,해인이네 2호점,경기도 광주시 경충대로 2727,"031-001-3210",경기 광주의 새로운 자랑,http://example.com/store110.jpg,850
111,92,혜선이네 2호점,강원도 춘천시 중앙로 2828,"033-112-4321","춘천의 명물, 혜선이네 이유식",http://example.com/store111.jpg,840
112,94,다미네 2호점,강원도 원주시 시청로 2929,"033-234-5432",원주의 새로운 핫플레이스,http://example.com/store112.jpg,860
113,96,소니네 2호점,강원도 강릉시 경강로 3030,"033-345-6543","강릉의 자랑, 소니네 이유식",http://example.com/store113.jpg,870
114,98,지민이네 2호점,충청북도 청주시 상당로 3131,"043-456-7654",청주의 새로운 명소,http://example.com/store114.jpg,880
115,100,은혜네 2호점,충청북도 충주시 으뜸로 3232,"043-567-8765","충주의 자랑, 은혜네 이유식",http://example.com/store115.jpg,890
116,102,세영이네 2호점,충청남도 천안시 서북구 불당대로 3333,"041-678-9876",천안 불당동의 핫플레이스,http://example.com/store116.jpg,900
117,104,윤아네 2호점,충청남도 아산시 배방읍 온천대로 3434,"041-789-0987",아산의 새로운 명물,http://example.com/store117.jpg,920
118,106,명수네 2호점,전라북도 전주시 완산구 홍산로 3535,"063-890-1098",전주 한옥마을의 숨은 맛집,http://example.com/store118.jpg,910
119,108,성우네 2호점,전라북도 군산시 수송로 3636,"063-901-2109",군산의 새로운 자랑,http://example.com/store119.jpg,930
120,110,소민이네 2호점,전라남도 목포시 영산로 3737,"061-012-3210","목포의 명물, 소민이네 이유식",http://example.com/store120.jpg,940
121,112,나나네 2호점,전라남도 여수시 시청로 3838,"061-112-4321",여수 밤바다보다 아름다운 이유식,http://example.com/store121.jpg,950
122,114,혜리네 2호점,전라남도 순천시 순천만길 3939,"061-223-5432",순천만 국가정원의 힐링 이유식,http://example.com/store122.jpg,960
123,116,수빈이네 2호점,경상북도 포항시 남구 시청로 4040,"054-334-6543",포항의 새로운 명소,http://example.com/store123.jpg,970
124,118,선영이네 2호점,경상북도 구미시 시청로 4141,"054-445-7654","구미의 자랑, 선영이네 이유식",http://example.com/store124.jpg,980
125,120,미도네 2호점,경상북도 경주시 보문로 4242,"054-556-8765",경주의 새로운 핫플레이스,http://example.com/store125.jpg,990
126,122,은진이네 2호점,경상남도 창원시 의창구 중앙대로 4343,"055-667-9876","창원의 자랑, 은진이네 이유식",http://example.com/store126.jpg,1000
127,124,이현이네 2호점,경상남도 김해시 김해대로 4444,"055-778-0987",김해의 새로운 명물,http://example.com/store127.jpg,1010
128,126,은샘이네 2호점,경상남도 진주시 진주대로 4545,"055-889-1098","진주의 자랑, 은샘이네 이유식",http://example.com/store128.jpg,1020
129,128,재혁이네 2호점,제주특별자치도 제주시 연동로 4646,"064-990-2109","제주의 명물, 재혁이네 이유식",http://example.com/store129.jpg,1100
130,130,정은이네 2호점,제주특별자치도 서귀포시 중정로 4747,"064-001-3210","서귀포의 자랑, 정은이네 이유식",http://example.com/store130.jpg,1200
